VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,Cliente_Nombre,GeneroCliente,edadcliente,EmailCliente,TelefonoCliente,Direccion_Cliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta
20221,2025-01-16,06:30:02,TechCore medellin #2,medellín,Juan José Porcel-Riera,Tatiana Amat Echeverría,F,48,,+34827 164 240,cra 63 #52-2,Efectivo,Dell Latitude 7420,Dell,2,5600000,11200000,Asus VivoBook 15,Azus,1.0,2400000.0,2400000.0,,,,,,0.0,13600000.0
20222,2015-01-10,05:41:24,TechCore medellin #2,medellín,Juanito Diaz,Timoteo Águila Tudela,M,28,timoteo6@hotmail.com,+34 985 17 73 65,cll 58 #91-12,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,,24400000.0
20223,2020-12-10,07:57:33,TechCore medellín #1,medellin,Ibán López Córdoba,Josep Colomer,M,20,josep56@gmail.com,+34822941882,cra 15 #22-28,,Apple iMac 24,Aple,2,6400000,12800000,HP Envy 13,HP,1.0,4000000.0,4000000.0,,,,,,0.05,15960000.0
20224,2021-12-28,04:37:44,TechCore medellin #2,Medellin,Almudena Adelaida Lledó Garrido,Alejandro Alcolea Mancebo,M,47,alejandro68@yahoo.com,+34847 13 45 82,cll 42 #29-13,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,0.05,8360000.0
20225,2021-08-24,05:48:05,TechCore Cali,cali,Basilio Marcos Barrena,Amílcar Briones Carrasco,M,42,amílcar84@hotmail.com,+34853 031 339,cll 82 #52-17,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,HP Pavilion 15,HPP,2.0,3500000.0,7000000.0,Lenovo Yoga 7i,Lenovo,2.0,4400000.0,8800000.0,0.0,21400000.0
20226,2024-07-11,06:43:14,TechCore medellin #2,medellín,Juanito Diaz,Cipriano Ferrando Torrens,M,18,cipriano73@yahoo.com,+34 979 623 252,cll 53 #56-88,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,Asus ZenBook 14,Azus,2.0,3800000.0,7600000.0,0.1,18000000.0
20227,2019-07-05,01:49:42,TechCore bogotá #1,Bogota,Poncio Gabriel Poza Acedo,Calixta Rosa Sevillano Jerez,F,18,calixta29@gmail.com,+34 883 480 143,cra 71 #72-30,Tarjeta Débito,Dell Alienware m15,Del,2,8000000,16000000,Dell Latitude 7420,Del,2.0,5600000.0,11200000.0,,,,,,,27200000.0
20228,2015-11-04,14:21:28,TechCore Medellín #2,medellin,Almudena Adelaida Lledó Garrido,Bárbara Aznar Casado,F,24,bárbara91@yahoo.com,+34 920 308 117,cll 77 #16-58,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Microsoft Surface Laptop 4,Microsofft,2.0,5200000.0,10400000.0,,,,,,0.0,16000000.0
20229,2021-08-27,21:18:57,TechCore medellin #2,medellin,Juan José Porcel-Riera,Marcial Ferrero,M,35,marcial91@yahoo.com,+34 874 20 45 34,cll 18 #72-39,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Acer Aspire 5,Acr,1.0,2000000.0,2000000.0,Lenovo IdeaPad 5,Lenvo,1.0,2800000.0,2800000.0,,11600000.0
20230,2022-03-13,19:17:33,TechCore pereíra,Pereíra,Carina Parejo Carranza,Luis Miguel Salinas Mas,M,26,luis32@yahoo.com,+34974 950 635,cll 22 #37-97,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Apple MacBook Pro 14,Aple,1.0,8000000.0,8000000.0,,,,,,0.0,10800000.0
20231,2017-04-16,23:32:19,TechCore Medellín #1,medellin,Eusebia Jara Macias,Eufemia Ripoll Ferrándiz,F,33,eufemia98@gmail.com,+34945 536 948,cll 89 #94-61,Transferencia,Apple MacBook Pro 14,Aple,2,8000000,16000000,,,,,,,,,,,0.05,15200000.0
20232,2016-03-29,07:12:27,TechCore medellin #1,Medellín,Ibán López Córdoba,Iván Amorós Bonilla,M,42,iván86@yahoo.com,+34 922 18 54 32,cra 40 #37-26,Tarjeta Débito,HP Envy 13,HP,1,4000000,4000000,HP Omen 16,HP,1.0,6000000.0,6000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,,23600000.0
20233,2015-04-26,19:28:02,TechCore medellin #1,Medellín,Eusebia Jara Macias,Juanito Cárdenas Román,M,21,,+34 826 55 27 70,cra 22 #40-27,Efectivo,HP Omen 16,HP,2,6000000,12000000,Dell XPS 13,Dell,1.0,4800000.0,4800000.0,,,,,,0.1,15120000.0
20234,2018-02-18,23:41:14,TechCore bogota#2,Bogotá,Olivia Armas Ayuso,Vicenta Lillo Bellido,F,27,vicenta27@gmail.com,+34938512040,cra 10 #58-96,Billetera Digital,Apple MacBook Pro 16,Apple,1,9600000,9600000,,,,,,,,,,,,9600000.0
20235,2019-06-07,19:02:55,TechCore medellin #2,Medellin,Claudia Sastre-Quintero,Samu Batalla Olivares,M,38,samu38@gmail.com,+34924560383,cll 82 #80-89,Efectivo,Dell Alienware m15,Dell,2,8000000,16000000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,Acer Aspire 5,Acr,2.0,2000000.0,4000000.0,0.1,21960000.0
20236,2021-09-14,18:27:13,TechCore medellin #1,medellín,Liliana Jordá Armengol,Juanita Lamas Martí,F,40,,+34984 932 947,cll 10 #62-8,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Microsoft Surface Pro 9,Microsoft,1.0,4400000.0,4400000.0,MSI GF65 Thin,MSY,1.0,4400000.0,4400000.0,0.05,12540000.0
20237,2020-09-20,08:32:14,TechCore medellin #2,medellín,Almudena Adelaida Lledó Garrido,Celestino Jose Ignacio Borrás Morillo,M,44,celestino73@gmail.com,+34 963900630,cra 53 #88-63,Billetera Digital,Microsoft Surface Book 3,Microsoft,1,6400000,6400000,,,,,,,,,,,,6400000.0
20238,2018-01-01,06:21:17,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Jerónimo Samper Arnaiz,M,47,jerónimo70@gmail.com,+34983 791 813,cll 30 #96-32,Tarjeta Débito,Dell Latitude 7420,Del,2,5600000,11200000,Acer Swift 3,Acer,2.0,2600000.0,5200000.0,Asus ZenBook 14,Asus,1.0,3800000.0,3800000.0,,20200000.0
20239,2024-02-05,17:33:22,TechCore Medellín #2,medellin,Juan José Porcel-Riera,Benito Camacho Busquets,M,27,benito47@yahoo.com,+34 846 11 85 67,cra 83 #68-83,Tarjeta Débito,Asus ZenBook 14,Azus,1,3800000,3800000,Asus ROG Strix G15,Azus,1.0,6400000.0,6400000.0,,,,,,0.15,8670000.0
20240,2022-01-08,10:48:56,TechCore bogota#1,bogotá,Poncio Gabriel Poza Acedo,Ernesto Ferrández,M,23,ernesto17@hotmail.com,+34882 950 935,cra 2 #63-80,Efectivo,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Acer Aspire 5,Acr,2.0,2000000.0,4000000.0,,,,,,0.05,7980000.0
20241,2021-04-07,14:15:48,TechCore bogotá #1,Bogota,Griselda Arnaiz Palacio,Abel Catalán-Parejo,M,24,abel6@hotmail.com,+34 885 479 085,cll 35 #18-33,Transferencia,MSI Modern 14,MSY,2,2800000,5600000,Acer Aspire 5,Acr,1.0,2000000.0,2000000.0,HP Envy 13,HP,2.0,4000000.0,8000000.0,0.0,15600000.0
20242,2017-08-02,23:30:27,TechCore Cali,cali,Florencio Iker Vara Nebot,Begoña del Narváez,F,37,begoña35@hotmail.com,+34694 91 60 99,cra 38 #19-45,Transferencia,Samsung Galaxy Book Pro,Samsng,2,4800000,9600000,,,,,,,,,,,0.0,9600000.0
20243,2015-04-06,06:14:58,TechCore bogotá #1,Bogota,Evaristo Guillen Peña,Eusebio Estrada-Herrera,M,32,eusebio60@yahoo.com,+34928746476,cll 59 #57-41,Transferencia,Asus VivoBook 15,Azus,1,2400000,2400000,Lenovo ThinkPad X1 Carbon,Lenvo,1.0,6800000.0,6800000.0,,,,,,0.15,7820000.0
20244,2022-01-02,20:12:28,Techcore bogotá #2,Bogotá,Armida Azorin Plaza,Amanda del Castellanos,F,35,amanda68@hotmail.com,+34 880 427 341,cll 62 #95-6,Tarjeta Crédito,Apple MacBook Air M1,Aple,1,5500000,5500000,Samsung Galaxy Book Pro,Samsng,2.0,4800000.0,9600000.0,,,,,,0.05,14345000.0
20245,2017-12-30,17:46:57,TechCore pereíra,pereira,María Ramírez Pou,Juan Luis Reig,M,29,juan58@gmail.com,+34 925 68 42 44,cll 86 #79-9,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenvo,2,6800000,13600000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,,,,,,,24000000.0
20246,2022-09-23,04:24:01,TechCore medellin #2,Medellín,Almudena Adelaida Lledó Garrido,Juan Carlos Prada Sanz,M,33,juan88@hotmail.com,+34972 62 60 30,cll 95 #78-89,,HP Spectre x360,HP,2,5200000,10400000,Dell Inspiron 15,Dell,1.0,3000000.0,3000000.0,,,,,,0.05,12730000.0
20247,2020-02-26,01:02:56,TechCore Pereira,Pereíra,Anacleto Morera Segovia,Marcela Blanco Carretero,F,23,marcela3@yahoo.com,+34 984 40 06 85,cra 16 #64-24,Tarjeta Crédito,Dell XPS 13,Del,1,4800000,4800000,,,,,,,,,,,,4800000.0
20248,2015-10-04,14:55:27,TechCore medellin #2,medellín,Juanito Diaz,Soraya Abellán,F,30,,+34749202304,cll 14 #70-70,Tarjeta Crédito,Dell XPS 13,Del,1,4800000,4800000,,,,,,,,,,,0.05,4560000.0
20249,2023-12-16,21:18:25,TechCore medellin #2,medellin,Luisina Lasa,Claudia Cabanillas Aguilar,F,37,claudia82@hotmail.com,+34742 24 76 35,cll 19 #29-8,Efectivo,Acer Aspire 5,Acr,2,2000000,4000000,,,,,,,,,,,0.1,3600000.0
20250,2024-01-06,15:38:41,TechCore Medellín #1,Medellin,Ibán López Córdoba,Rufina Olivé Higueras,F,39,rufina79@hotmail.com,+34977713840,cll 92 #81-48,Billetera Digital,HP Omen 16,HPP,1,6000000,6000000,,,,,,,,,,,0.0,6000000.0
20251,2018-06-14,05:07:23,Techcore bogotá#1,Bogotá,Aura del Bermúdez,Joaquina Checa Estevez,F,27,joaquina98@yahoo.com,+34 824 007 450,cll 97 #19-85,Transferencia,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,HP Spectre x360,HP,2.0,5200000.0,10400000.0,Dell Latitude 7420,Dell,1.0,5600000.0,5600000.0,0.0,20400000.0
20252,2023-03-04,16:07:44,TechCore medellin #2,medellin,Claudia Sastre-Quintero,Raquel Salazar Reyes,F,18,raquel95@gmail.com,+34 983 042 355,cra 53 #65-34,Tarjeta Crédito,Asus VivoBook 15,Azus,2,2400000,4800000,,,,,,,,,,,0.0,4800000.0
20253,2024-03-22,01:51:08,TechCore Medellín #1,Medellin,Dominga del Alcántara,Luis Ángel Trujillo Baena,M,40,luis18@hotmail.com,+34 932 33 64 28,cll 47 #59-18,Tarjeta Crédito,HP Spectre x360,HPP,2,5200000,10400000,Apple MacBook Air M1,Apple,1.0,5500000.0,5500000.0,,,,,,0.0,15900000.0
20254,2019-07-13,06:26:34,TechCore medellín #1,Medellín,Ana Sofía Llopis Blázquez,Felipe del Haro,M,49,felipe62@yahoo.com,+34943 437 371,cra 5 #13-84,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,,,,,,,,,,,0.0,6800000.0
20255,2016-07-20,00:16:46,TechCore bogota#2,bogotá,Eloísa Plaza Hurtado,Bautista Frías Valdés,M,45,bautista33@gmail.com,+34873 11 07 60,cll 23 #98-42,,Asus ZenBook 14,Azus,2,3800000,7600000,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,,,,,,0.0,14400000.0
20256,2023-04-10,02:42:21,TechCore medellin #1,Medellin,Dominga del Alcántara,Teodoro Ferrán-Morell,M,31,,+34925 13 71 72,cll 17 #69-55,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Dell Inspiron 15,Dell,2.0,3000000.0,6000000.0,HP Spectre x360,HP,1.0,5200000.0,5200000.0,0.15,15300000.0
20257,2022-07-18,10:20:33,TechCore cali,cali,Florencio Iker Vara Nebot,María Cristina Castañeda-Navas,F,30,maría29@gmail.com,+34900982711,cll 13 #32-73,Tarjeta Crédito,Dell Alienware m15,Del,2,8000000,16000000,Acer Swift 3,Acr,2.0,2600000.0,5200000.0,Apple MacBook Pro 14,Apple,2.0,8000000.0,16000000.0,0.0,37200000.0
20258,2022-11-29,11:05:22,TechCore Medellín #2,Medellín,Luisina Lasa,Aitor Celestino Naranjo Escolano,M,33,,+34 873 86 07 45,cll 28 #53-51,Tarjeta Débito,Dell Latitude 7420,Del,2,5600000,11200000,,,,,,,,,,,0.0,11200000.0
20259,2016-10-31,06:09:25,Techcore bogotá #2,Bogota,Olivia Armas Ayuso,Luciano Roman-Riquelme,M,45,luciano82@gmail.com,+34986 73 27 64,cll 60 #78-91,Tarjeta Crédito,Acer Swift 3,Acr,1,2600000,2600000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,,,,,,0.1,6300000.0
20260,2016-03-13,19:25:02,TechCore bogotá#2,bogotá,Olivia Armas Ayuso,Ciriaco Iñiguez Batlle,M,40,ciriaco43@yahoo.com,+34884 50 58 21,cll 96 #62-27,Tarjeta Débito,Dell XPS 13,Del,1,4800000,4800000,Apple MacBook Air M1,Apple,2.0,5500000.0,11000000.0,,,,,,0.0,15800000.0
20261,2019-10-01,20:46:55,Techcore medellín #2,Medellín,Claudia Sastre-Quintero,Alexandra Portillo Báez,F,45,alexandra22@yahoo.com,+34959 892 593,cra 80 #5-49,Tarjeta Débito,MSI GF65 Thin,MSI,1,4400000,4400000,MSI GS66 Stealth,MSY,2.0,8000000.0,16000000.0,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,0.0,34000000.0
20262,2015-10-11,06:57:15,TechCore medellin #1,Medellin,Ibán López Córdoba,Darío del Sevilla,M,18,darío61@yahoo.com,+34807986725,cra 28 #9-18,Transferencia,HP Spectre x360,HP,1,5200000,5200000,HP Pavilion 15,HP,1.0,3500000.0,3500000.0,,,,,,0.05,8265000.0
20263,2020-09-02,10:09:54,TechCore bogota#2,Bogota,Olivia Armas Ayuso,Alejandro Contreras Galán,M,38,alejandro68@yahoo.com,+34942 979 934,cll 54 #16-94,Tarjeta Crédito,Apple iMac 24,Aple,2,6400000,12800000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,,,,,,0.0,23200000.0
20264,2022-06-14,22:29:11,Techcore bogotá#1,Bogotá,Aura del Bermúdez,Rolando Tejero-Iñiguez,M,22,rolando59@yahoo.com,+34 946 515 579,cra 27 #84-5,Transferencia,Dell Alienware m15,Dell,2,8000000,16000000,Acer Swift 3,Acr,2.0,2600000.0,5200000.0,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,0.1,21600000.0
20265,2018-05-05,02:37:04,TechCore bogota#2,Bogotá,Armida Azorin Plaza,León de Perea,M,47,león77@yahoo.com,+34 965 083 660,cll 33 #84-49,Billetera Digital,Lenovo Yoga 7i,Lenvo,1,4400000,4400000,,,,,,,,,,,0.15,3740000.0
20266,2022-12-28,10:24:14,TechCore bogota#2,Bogotá,Olivia Armas Ayuso,Candelario Araujo Enríquez,M,25,candelario25@yahoo.com,+34945 88 48 80,cra 44 #73-16,Billetera Digital,HP Spectre x360,HPP,1,5200000,5200000,Samsung Galaxy Book Flex,Samsung,2.0,5600000.0,11200000.0,,,,,,0.0,16400000.0
20267,2023-06-19,06:15:52,TechCore medellin #2,medellin,Almudena Adelaida Lledó Garrido,Clarisa Arteaga Pombo,F,32,clarisa81@hotmail.com,+34 982236462,cll 10 #97-54,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,HP Omen 16,HPP,1.0,6000000.0,6000000.0,,,,,,0.0,14800000.0
20268,2024-07-18,02:54:25,Techcore medellín #2,Medellin,Claudia Sastre-Quintero,Felipa Crespo Benito,F,40,felipa71@hotmail.com,+34 955 148 056,cll 75 #55-84,Tarjeta Crédito,HP Spectre x360,HPP,1,5200000,5200000,HP Omen 16,HP,1.0,6000000.0,6000000.0,,,,,,0.0,11200000.0
20269,2019-09-30,16:00:24,Techcore medellín #2,medellin,Juanito Diaz,Maite Lobo Crespi,F,33,maite27@yahoo.com,+34 975 688 920,cra 48 #92-9,Transferencia,Dell Latitude 7420,Dell,2,5600000,11200000,,,,,,,,,,,,11200000.0
20270,2015-07-15,05:47:44,TechCore medellin #1,Medellin,Liliana Jordá Armengol,Bárbara Marín Chaparro,F,34,bárbara36@gmail.com,+34 881 74 06 31,cra 55 #66-38,Billetera Digital,Dell Latitude 7420,Del,2,5600000,11200000,,,,,,,,,,,0.0,11200000.0
20271,2021-09-05,01:25:51,TechCore medellin #2,medellin,Juan José Porcel-Riera,Raimundo Nicolás Carlos,M,36,raimundo56@yahoo.com,+34 841417326,cll 4 #97-68,Transferencia,HP Omen 16,HPP,2,6000000,12000000,,,,,,,,,,,0.1,10800000.0
20272,2015-03-17,21:16:01,TechCore pereíra,Pereira,Anacleto Morera Segovia,Andrés Rocamora Cabanillas,M,32,andrés27@yahoo.com,+34 822 764 755,cll 69 #51-92,Tarjeta Crédito,Samsung Galaxy Book Flex,Samsung,1,5600000,5600000,,,,,,,,,,,,5600000.0
20273,2017-12-08,12:31:34,TechCore bogotá#2,bogota,Olivia Armas Ayuso,Pepita Bárcena Gimenez,F,47,pepita99@yahoo.com,+34973 69 80 25,cra 59 #90-33,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,HP Spectre x360,HP,1.0,5200000.0,5200000.0,Dell XPS 13,Dell,1.0,4800000.0,4800000.0,,16800000.0
20274,2018-04-10,15:11:08,TechCore bogotá #1,bogota,Griselda Arnaiz Palacio,Ismael Salmerón Parejo,M,51,ismael40@gmail.com,+34 988 14 76 59,cll 14 #31-76,Tarjeta Crédito,Acer Nitro 5,Acr,1,4000000,4000000,,,,,,,,,,,0.0,4000000.0
20275,2025-08-06,21:33:22,TechCore medellin #1,medellin,Dominga del Alcántara,Ligia de Jaume,F,31,ligia51@gmail.com,+34878142507,cll 1 #62-2,Efectivo,Lenovo Legion 5 Pro,Lenvo,1,7200000,7200000,,,,,,,,,,,0.0,7200000.0
20276,2020-08-14,20:53:12,Techcore medellín #2,Medellín,Juanito Diaz,Rico del Cáceres,M,31,rico83@gmail.com,+34878 922 838,cll 44 #92-59,Tarjeta Crédito,Asus ROG Strix G15,Azus,2,6400000,12800000,,,,,,,,,,,0.15,10880000.0
20277,2015-06-29,01:04:45,Techcore Pereíra,Pereíra,Carina Parejo Carranza,Juanito Tomás,M,24,juanito62@hotmail.com,+34982 23 93 71,cra 69 #92-86,Tarjeta Débito,Samsung Galaxy Book Flex,Samsung,1,5600000,5600000,,,,,,,,,,,,5600000.0
20278,2015-09-09,06:20:28,TechCore medellin #1,Medellín,Liliana Jordá Armengol,Jose Francisco Cornejo-Barbero,M,27,jose94@gmail.com,+34949 561 878,cra 67 #75-68,Efectivo,Dell Latitude 7420,Del,1,5600000,5600000,,,,,,,,,,,0.1,5040000.0
20279,2021-09-01,00:34:37,TechCore medellin #1,medellin,Ana Sofía Llopis Blázquez,Gertrudis Lamas,F,35,,+34 949 36 37 12,cra 28 #45-63,Tarjeta Débito,HP Spectre x360,HPP,2,5200000,10400000,Acer Nitro 5,Acer,2.0,4000000.0,8000000.0,,,,,,0.0,18400000.0
20280,2022-01-20,20:10:15,TechCore medellin #2,Medellin,Almudena Adelaida Lledó Garrido,Roberto Diaz Vilar,M,45,roberto46@gmail.com,+34735 89 66 37,cll 60 #50-55,Tarjeta Crédito,Dell Latitude 7420,Del,2,5600000,11200000,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,Dell XPS 13,Dell,2.0,4800000.0,9600000.0,0.0,35200000.0
20281,2022-02-16,05:06:49,TechCore medellin #2,Medellin,Claudia Sastre-Quintero,Esperanza Larrea Jordá,F,24,esperanza15@hotmail.com,+34866 90 06 56,cll 74 #45-29,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenvo,2,7200000,14400000,Samsung Galaxy Book Pro,Samsng,1.0,4800000.0,4800000.0,HP Spectre x360,HPP,1.0,5200000.0,5200000.0,0.0,24400000.0
20282,2024-10-14,22:05:46,TechCore pereíra,pereira,Jose Angel Rovira Adadia,Nilo Mayoral Jódar,M,21,nilo77@gmail.com,+34975580889,cra 48 #3-4,Efectivo,HP Omen 16,HPP,1,6000000,6000000,,,,,,,,,,,0.0,6000000.0
20283,2020-08-01,03:48:17,TechCore medellin #1,Medellin,Liliana Jordá Armengol,Albina de Carrasco,F,27,albina61@hotmail.com,+34900 07 32 47,cra 41 #38-96,Tarjeta Crédito,Acer Aspire 5,Acer,1,2000000,2000000,,,,,,,,,,,0.1,1800000.0
20284,2018-07-21,21:30:31,TechCore cali,cali,Rosendo Barberá Cordero,Eutimio Martínez Huertas,M,45,eutimio47@yahoo.com,+34871 96 33 74,cll 81 #75-9,Tarjeta Crédito,Acer Swift 3,Acr,2,2600000,5200000,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,,,,,,0.0,19600000.0
20285,2018-12-12,16:34:36,TechCore Bogotá #1,bogotá,Poncio Gabriel Poza Acedo,Angelita Carpio Correa,F,21,angelita77@yahoo.com,+34 984 40 42 48,cra 11 #98-34,Tarjeta Crédito,Asus VivoBook 15,Asus,1,2400000,2400000,Dell Latitude 7420,Del,2.0,5600000.0,11200000.0,Apple MacBook Air M1,Aple,2.0,5500000.0,11000000.0,,24600000.0
20286,2017-07-11,19:28:58,TechCore Cali,Cali,Rosendo Barberá Cordero,Edu Llanos Esparza,M,35,edu28@yahoo.com,+34 983943976,cra 30 #9-73,Tarjeta Débito,Acer Swift 3,Acer,1,2600000,2600000,,,,,,,,,,,0.0,2600000.0
20287,2017-07-29,07:15:57,TechCore medellin #1,Medellin,Ana Sofía Llopis Blázquez,Tito Barranco,M,42,tito82@hotmail.com,+34873972670,cra 22 #28-29,,HP Envy 13,HP,1,4000000,4000000,Asus ROG Strix G15,Azus,1.0,6400000.0,6400000.0,,,,,,0.0,10400000.0
20288,2020-03-24,07:49:28,TechCore pereira,pereira,Amílcar Ortega-Alberto,Pastor Crespo Abella,M,20,pastor80@hotmail.com,+34 973116670,cll 47 #27-82,Tarjeta Crédito,Microsoft Surface Book 3,Microsoft,1,6400000,6400000,Apple MacBook Pro 14,Apple,1.0,8000000.0,8000000.0,HP Spectre x360,HPP,1.0,5200000.0,5200000.0,,19600000.0
20289,2022-05-24,22:37:11,Techcore medellín #2,medellin,Almudena Adelaida Lledó Garrido,Néstor Morán Falcón,M,27,néstor59@gmail.com,+34 827 189 680,cll 27 #51-51,Transferencia,Acer Nitro 5,Acer,1,4000000,4000000,,,,,,,,,,,,4000000.0
20290,2024-11-16,14:49:55,TechCore bogotá#2,bogota,Eloísa Plaza Hurtado,Abel Medina Belmonte,M,35,,+34 739388018,cll 63 #22-30,Tarjeta Crédito,Acer Aspire 5,Acr,1,2000000,2000000,,,,,,,,,,,,2000000.0
20291,2017-12-05,08:30:57,TechCore cali,cali,Rosendo Barberá Cordero,Jorge Echeverría Escolano,M,39,jorge65@gmail.com,+34 843 59 04 72,cra 60 #90-5,Billetera Digital,Dell Alienware m15,Del,2,8000000,16000000,Dell Latitude 7420,Dell,1.0,5600000.0,5600000.0,,,,,,0.0,21600000.0
20292,2024-07-22,07:06:51,TechCore Medellín #1,medellín,Dominga del Alcántara,Elvira Borja Expósito,F,24,elvira17@yahoo.com,+34878317030,cra 97 #46-26,Tarjeta Crédito,Apple MacBook Pro 14,Aple,2,8000000,16000000,Lenovo ThinkPad X1 Carbon,Lenvo,1.0,6800000.0,6800000.0,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,0.1,29880000.0
20293,2022-02-05,23:40:00,Techcore bogotá #2,bogotá,Eloísa Plaza Hurtado,Urbano Ferreras,M,48,urbano74@yahoo.com,+34985 17 39 42,cra 15 #14-52,Tarjeta Débito,Samsung Galaxy Book Odyssey,Samsng,1,6800000,6800000,,,,,,,,,,,0.05,6460000.0
20294,2022-12-06,18:30:37,TechCore bogotá #1,Bogota,Aura del Bermúdez,Juan Luis Garay,M,25,juan58@yahoo.com,+34880 285 254,cll 55 #28-54,Tarjeta Crédito,HP Pavilion 15,HPP,1,3500000,3500000,HP Omen 16,HPP,1.0,6000000.0,6000000.0,Dell Latitude 7420,Del,1.0,5600000.0,5600000.0,,15100000.0
20295,2023-03-22,18:43:09,TechCore Medellín #2,medellin,Claudia Sastre-Quintero,Hernán Carrillo Murillo,M,22,hernán88@gmail.com,+34 876 947 048,cll 49 #88-39,Tarjeta Débito,Lenovo Legion 5 Pro,Lenvo,1,7200000,7200000,,,,,,,,,,,0.1,6480000.0
20296,2017-08-16,11:46:16,TechCore medellín #1,Medellin,Ibán López Córdoba,Chuy Larrañaga-Diéguez,M,47,chuy49@gmail.com,+34 901 05 87 44,cll 46 #56-22,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenvo,2,7200000,14400000,,,,,,,,,,,0.15,12240000.0
20297,2020-02-23,03:40:51,TechCore bogota#1,Bogotá,Aura del Bermúdez,Amílcar Tejedor Zabaleta,M,26,amílcar99@gmail.com,+34 824 78 47 94,cll 35 #58-70,Tarjeta Crédito,HP Envy 13,HPP,1,4000000,4000000,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,,,,,,0.15,9180000.0
20298,2023-10-28,01:53:30,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Fátima Arévalo,F,49,fátima63@gmail.com,+34977025360,cll 35 #11-90,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,Dell XPS 13,Del,2.0,4800000.0,9600000.0,,,,,,0.05,14440000.0
20299,2019-05-05,13:56:06,TechCore medellin #2,Medellin,Juan José Porcel-Riera,Lorenzo Estévez Miró,M,51,lorenzo71@hotmail.com,+34944 11 20 38,cra 70 #49-41,Tarjeta Crédito,Microsoft Surface Pro 9,Microsoft,2,4400000,8800000,Apple MacBook Pro 16,Apple,2.0,9600000.0,19200000.0,,,,,,0.1,25200000.0
20300,2017-03-06,23:05:28,TechCore pereíra,pereira,Carina Parejo Carranza,Estrella Fabregat Salazar,F,46,estrella40@gmail.com,+34880282716,cll 21 #98-16,Tarjeta Crédito,Acer Swift 3,Acer,2,2600000,5200000,Asus ZenBook 14,Asus,2.0,3800000.0,7600000.0,,,,,,0.05,12160000.0
20301,2018-09-30,05:04:39,TechCore bogota#2,bogotá,Armida Azorin Plaza,Graciano Estevez Uribe,M,23,graciano96@hotmail.com,+34 843 24 57 76,cra 34 #89-67,Tarjeta Crédito,Asus ZenBook 14,Asus,2,3800000,7600000,Asus ROG Strix G15,Asus,1.0,6400000.0,6400000.0,HP Omen 16,HP,1.0,6000000.0,6000000.0,0.0,20000000.0
