VentaID;FechaVenta;HoraVenta;NombreSucursal;CiudadSucursal;NombreVendedor;NombreCliente;GeneroCliente;EdadCliente;EmailCliente;TelefonoCliente;DireccionCliente;MetodoPago;NombreProducto1;MarcaProducto1;CantidadProducto1;PrecioUnitarioProducto1;SubtotalProducto1;NombreProducto2;MarcaProducto2;CantidadProducto2;PrecioUnitarioProducto2;SubtotalProducto2;NombreProducto3;MarcaProducto3;CantidadProducto3;PrecioUnitarioProducto3;SubtotalProducto3;DescuentoVenta;TotalVenta;AñoVenta;MesVenta;DiaVenta
1076;2/8/2021;01:58:37;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Pelayo Álvarez-Pinilla;M;23;pelayo46@hotmail.com;+34 925443819;Cll 39 #40-22;Tarjeta Crédito;Asus Zenbook 14;Asus;1;3800000;3800000;HP Spectre x360;HP;1;52000000;52000000;Lenovo IdeaPad 5;Lenovo;2;28000000;56000000;0;14600000;2021;8;2
1765;12/11/2020;16:44:57;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Salomón De Alcalá;M;21;salomón60@yahoo.com;+34 982 508 520;Cra 9 #54-21;Tarjeta Crédito;Lenovo Thinkpad X1 Carbon;Lenovo;2;6800000;13600000;Acer Predator Helios 300;Acer;2;56000000;112000000;HP Spectre x360;HP;2;52000000;104000000;0;35200000;2020;11;12
2365;15/6/2018;05:11:35;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Paula Samper Cantón;F;40;paula5@gmail.com;+34 950 391 878;Cra 21 #47-33;Tarjeta Crédito;Hp Pavilion 15;HP;1;3500000;3500000;Dell Alienware m15;Dell;1;80000000;80000000;HP Spectre x360;HP;2;52000000;104000000;0;21900000;2018;6;15
2423;8/9/2023;11:27:06;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Ambrosio Company Castellanos;M;50;ambrosio88@hotmail.com;34807724063;Cra 28 #13-3;Tarjeta Crédito;Hp Pavilion 15;HP;1;3500000;3500000;Acer Swift 3;Acer;2;26000000;52000000;Apple MacBook Pro 14;Apple;2;80000000;160000000;0;24700000;2023;9;8
2446;25/3/2021;23:13:47;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Lara Folch Peñalver;F;50;lara61@gmail.com;+34 876212392;Cra 56 #62-28;Tarjeta Crédito;Hp Spectre X360;HP;1;5200000;5200000;HP Envy 13;HP;2;40000000;80000000;Samsung Galaxy Book Pro;Samsung;2;48000000;96000000;0;22800000;2021;3;25
2537;8/4/2021;06:39:59;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;María Dolores Isern Belmonte;F;28;No especificado;+34 972 178 579;Cra 46 #49-85;Tarjeta Crédito;Dell Inspiron 15;Dell;1;3000000;3000000;Lenovo ThinkPad X1 Carbon;Lenovo;2;68000000;136000000;Apple MacBook Pro 16;Apple;2;96000000;192000000;0;35800000;2021;4;8
3454;2/1/2020;12:41:18;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;José Roman-Cabello;F;51;josé55@hotmail.com;+34 824670580;Cll 48 #25-31;Tarjeta Crédito;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;Lenovo Yoga 7i;Lenovo;2;44000000;88000000;Lenovo IdeaPad 5;Lenovo;2;28000000;56000000;0;21200000;2020;1;2
3850;24/1/2020;13:41:49;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;José Luis Arroyo;M;26;josé59@yahoo.com;+34 879752566;Cll 17 #45-52;Tarjeta Crédito;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;Dell XPS 13;Dell;2;48000000;96000000;Apple MacBook Pro 16;Apple;2;96000000;192000000;0;35600000;2020;1;24
4894;29/1/2015;15:15:27;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Martin Alcántara Morán;M;40;No especificado;+34 881 076 922;Cll 41 #92-41;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;HP Spectre x360;HP;2;52000000;104000000;0;29200000;2015;1;29
4996;14/12/2023;01:46:42;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Palmira Paredes Lopez;F;39;palmira52@hotmail.com;+34973 972 621;Cll 99 #23-54;Tarjeta Crédito;Hp Pavilion 15;HP;2;3500000;7000000;Dell Latitude 7420;Dell;2;56000000;112000000;HP Omen 16;HP;2;60000000;120000000;0;30200000;2023;12;14
5239;8/11/2024;18:50:24;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Eugenio Sabater Quintanilla;M;32;eugenio87@yahoo.com;+34979 43 88 35;Cra 31 #81-48;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;Samsung Galaxy Book Pro;Samsung;1;48000000;48000000;HP Pavilion 15;HP;2;35000000;70000000;0;23000000;2024;11;8
6031;28/9/2023;20:40:57;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Ámbar Vega;F;41;ámbar20@yahoo.com;+34980 72 06 90;Cll 14 #82-38;Tarjeta Crédito;Dell Alienware M15;Dell;1;8000000;8000000;HP Spectre x360;HP;1;52000000;52000000;HP Pavilion 15;HP;2;35000000;70000000;0;20200000;2023;9;28
6305;8/3/2021;18:24:29;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Borja Salamanca Conesa;M;36;borja44@yahoo.com;+34 900 891 166;Cll 83 #70-9;Tarjeta Crédito;Hp Envy 13;HP;1;4000000;4000000;HP Omen 16;HP;2;60000000;120000000;HP Spectre x360;HP;2;52000000;104000000;0;26400000;2021;3;8
7191;18/5/2025;05:11:35;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Gilberto Cañizares Durán;M;25;gilberto76@yahoo.com;+34 874399839;Cll 15 #59-77;Tarjeta Crédito;Asus Tuf Gaming A15;Asus;1;4800000;4800000;Asus ZenBook 14;Asus;2;38000000;76000000;Acer Nitro 5;Acer;2;40000000;80000000;0;20400000;2025;5;18
7202;20/6/2019;10:32:49;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Pelayo Parejo Vilar;M;27;pelayo60@hotmail.com;34925185744;Cll 69 #63-72;Tarjeta Crédito;Acer Aspire 5;Acer;1;2000000;2000000;Dell Inspiron 15;Dell;1;30000000;30000000;Dell Alienware m15;Dell;2;80000000;160000000;0;21000000;2019;6;20
7852;27/2/2016;09:32:45;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Eugenio Nadal;M;21;No especificado;+34 820936476;Cll 44 #51-54;Tarjeta Crédito;Hp Omen 16;HP;1;6000000;6000000;HP Spectre x360;HP;2;52000000;104000000;Asus ROG Strix G15;Asus;2;64000000;128000000;0;29200000;2016;2;27
9138;21/4/2016;04:50:21;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Cleto De Zapata;M;43;cleto40@gmail.com;+34 833 89 34 15;Cra 51 #92-19;Tarjeta Crédito;Hp Envy 13;HP;2;4000000;8000000;Apple MacBook Pro 14;Apple;2;80000000;160000000;Asus VivoBook 15;Asus;2;24000000;48000000;0;28800000;2016;4;21
9502;30/1/2021;21:21:40;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Calixta Blasco Quintero;F;46;calixta56@hotmail.com;+34 879 253 529;Cra 35 #92-70;Tarjeta Crédito;Apple Imac 24;Apple;2;6400000;12800000;Apple MacBook Pro 14;Apple;2;80000000;160000000;Dell Alienware m15;Dell;2;80000000;160000000;0;44800000;2021;1;30
9558;15/10/2017;12:40:33;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Xavier Tormo-Oliva;M;38;xavier86@gmail.com;34976958296;Cll 19 #34-33;Tarjeta Crédito;Lenovo Thinkpad X1 Carbon;Lenovo;2;6800000;13600000;Dell Alienware m15;Dell;2;80000000;160000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;0;44000000;2017;10;15
9630;7/7/2025;12:08:48;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Eulalia Lillo Tejedor;F;27;eulalia66@yahoo.com;+34736 04 84 77;Cra 49 #70-90;Tarjeta Crédito;Acer Aspire 5;Acer;1;2000000;2000000;HP Omen 16;HP;1;60000000;60000000;Lenovo Yoga 7i;Lenovo;2;44000000;88000000;0;16800000;2025;7;7
9641;12/5/2023;15:52:41;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Delfina Marí Nebot;F;24;delfina78@yahoo.com;+34875 051 974;Cll 36 #52-21;Tarjeta Crédito;Msi Gf65 Thin;MSI;2;4400000;8800000;MSI GS66 Stealth;MSI;1;80000000;80000000;Lenovo ThinkPad X1 Carbon;Lenovo;2;68000000;136000000;0;30400000;2023;5;12
10900;14/8/2021;20:29:02;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Socorro Alfonso Maza;F;30;socorro64@hotmail.com;+34 981660199;Cll 59 #88-73;Tarjeta Crédito;Apple Macbook Pro 14;Apple;1;8000000;8000000;Dell Inspiron 15;Dell;1;30000000;30000000;Lenovo Yoga 7i;Lenovo;2;44000000;88000000;0;19800000;2021;8;14
12005;29/3/2016;09:38:49;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Georgina Cáceres Molina;F;42;georgina59@gmail.com;+34 820 079 610;Cra 39 #65-29;Tarjeta Crédito;Hp Pavilion 15;HP;2;3500000;7000000;MSI GS66 Stealth;MSI;2;80000000;160000000;Dell XPS 13;Dell;2;48000000;96000000;0;32600000;2016;3;29
12133;13/8/2016;18:54:48;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Olga Perera Vicente;F;33;olga78@hotmail.com;+34880 104 221;Cll 7 #90-52;Tarjeta Crédito;Apple Macbook Pro 14;Apple;1;8000000;8000000;Acer Aspire 5;Acer;2;20000000;40000000;Asus VivoBook 15;Asus;2;24000000;48000000;0;16800000;2016;8;13
12586;22/2/2017;00:11:08;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Imelda Arnaiz;F;21;imelda9@gmail.com;+34879 03 94 55;Cra 36 #43-60;Tarjeta Crédito;Lenovo Yoga 7I;Lenovo;1;4400000;4400000;Apple iMac 24;Apple;2;64000000;128000000;Dell Alienware m15;Dell;2;80000000;160000000;0;33200000;2017;2;22
13103;30/4/2016;12:28:18;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Eusebio Sandalio Carrión Fabregat;M;37;eusebio25@gmail.com;+34884 60 17 30;Cra 82 #22-42;Tarjeta Crédito;Apple Macbook Air M1;Apple;2;5500000;11000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;68000000;68000000;Apple iMac 24;Apple;2;64000000;128000000;0;30600000;2016;4;30
13713;8/2/2024;11:58:09;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Soraya Barranco Salazar;F;27;soraya68@gmail.com;+34 886482921;Cll 25 #58-18;Tarjeta Crédito;Lenovo Yoga 7I;Lenovo;2;4400000;8800000;Lenovo IdeaPad 5;Lenovo;2;28000000;56000000;HP Spectre x360;HP;2;52000000;104000000;0;24800000;2024;2;8
15474;26/5/2021;02:58:31;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Florentina Tena Busquets;F;40;florentina35@gmail.com;+34 828 56 47 90;Cll 20 #61-23;Tarjeta Crédito;Samsung Galaxy Chromebook 2;Samsung;2;2000000;4000000;Apple MacBook Pro 14;Apple;1;80000000;80000000;HP Envy 13;HP;2;40000000;80000000;0;20000000;2021;5;26
15705;16/5/2015;03:32:07;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Alondra Arias;F;33;alondra72@hotmail.com;+34 971 152 426;Cra 4 #38-19;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;HP Envy 13;HP;1;40000000;40000000;Lenovo ThinkPad X1 Carbon;Lenovo;2;68000000;136000000;0;28800000;2015;5;16
15876;24/2/2021;01:53:42;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Juan Lillo-Berenguer;M;23;juan20@gmail.com;34977981979;Cll 46 #43-87;Tarjeta Crédito;Microsoft Surface Pro 9;Microsoft;1;4400000;4400000;HP Envy 13;HP;2;40000000;80000000;Lenovo IdeaPad 5;Lenovo;2;28000000;56000000;0;18000000;2021;2;24
15998;10/7/2024;04:21:30;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Natalia Criado Viana;F;38;natalia98@gmail.com;+34 841 89 85 44;Cra 98 #44-81;Tarjeta Crédito;Dell Xps 13;Dell;1;4800000;4800000;Apple MacBook Pro 16;Apple;1;96000000;96000000;HP Omen 16;HP;2;60000000;120000000;0;26400000;2024;7;10
16572;16/4/2019;13:54:34;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Yaiza Cisneros Caballero;F;23;yaiza65@hotmail.com;+34987 05 95 98;Cll 30 #36-16;Tarjeta Crédito;Apple Macbook Pro 14;Apple;2;8000000;16000000;Apple MacBook Air M1;Apple;1;55000000;55000000;Samsung Galaxy Book Odyssey;Samsung;2;68000000;136000000;0;35100000;2019;4;16
16780;27/2/2016;04:19:13;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Agapito Polo Villegas;M;29;agapito70@gmail.com;+34 979 532 430;Cll 72 #9-46;Tarjeta Crédito;Lenovo Ideapad 5;Lenovo;1;2800000;2800000;Lenovo Legion 5 Pro;Lenovo;1;72000000;72000000;HP Omen 16;HP;2;60000000;120000000;0;22000000;2016;2;27
17177;16/7/2025;19:33:00;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Eladio Osvaldo Bonet Ros;M;41;eladio83@yahoo.com;34824003216;Cra 10 #79-10;Tarjeta Crédito;Acer Predator Helios 300;Acer;2;5600000;11200000;Apple MacBook Air M1;Apple;1;55000000;55000000;Lenovo ThinkPad X1 Carbon;Lenovo;2;68000000;136000000;0;30300000;2025;7;16
17574;16/12/2022;18:45:49;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Ainara Pelayo Murillo;F;27;ainara31@hotmail.com;+34 983722421;Cra 81 #66-93;Tarjeta Crédito;Acer Aspire 5;Acer;1;2000000;2000000;HP Pavilion 15;HP;2;35000000;70000000;Microsoft Surface Book 3;Microsoft;2;64000000;128000000;0;21800000;2022;12;16
17661;11/1/2019;13:59:25;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Albert Ibáñez Pinedo;M;45;albert31@gmail.com;34900617736;Cra 20 #66-94;Tarjeta Crédito;Hp Spectre X360;HP;1;5200000;5200000;Lenovo ThinkPad X1 Carbon;Lenovo;2;68000000;136000000;HP Omen 16;HP;2;60000000;120000000;0;30800000;2019;1;11
18147;15/4/2022;05:22:36;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Vilma Crespo;F;30;vilma44@hotmail.com;+34 719 76 04 01;Cra 7 #9-63;Tarjeta Crédito;Dell Xps 13;Dell;2;4800000;9600000;Lenovo Yoga 7i;Lenovo;2;44000000;88000000;HP Omen 16;HP;2;60000000;120000000;0;30400000;2022;4;15
19258;22/10/2014;17:23:21;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Josep Rius Alcántara;M;33;josep81@gmail.com;+34 880 995 537;Cll 63 #68-14;Tarjeta Crédito;Lenovo Ideapad 5;Lenovo;2;2800000;5600000;HP Envy 13;HP;1;40000000;40000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;0;24000000;2014;10;22
19285;26/8/2022;11:34:05;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Anabel Sofía Molina Alfaro;F;37;anabel88@yahoo.com;+34 803385717;Cll 20 #20-25;Tarjeta Crédito;Lenovo Yoga 7I;Lenovo;2;4400000;8800000;Dell Inspiron 15;Dell;2;30000000;60000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;0;29200000;2022;8;26
20203;14/7/2018;18:57:35;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Albert Briones;M;23;albert78@gmail.com;+34 843964622;Cll 41 #76-39;Tarjeta Crédito;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;Lenovo IdeaPad 5;Lenovo;2;28000000;56000000;Microsoft Surface Book 3;Microsoft;2;64000000;128000000;0;25200000;2018;7;14
20350;24/7/2022;16:38:26;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Guillermo Cleto Muñoz Palma;M;48;guillermo71@yahoo.com;+34 842 66 93 69;Cra 95 #5-23;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;Dell XPS 13;Dell;2;48000000;96000000;HP Omen 16;HP;2;60000000;120000000;0;32800000;2022;7;24
20448;17/1/2017;06:18:01;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Amado Pla;M;44;amado50@yahoo.com;+34 923854834;Cra 13 #80-97;Tarjeta Crédito;Dell Alienware M15;Dell;2;8000000;16000000;Lenovo ThinkPad X1 Carbon;Lenovo;2;68000000;136000000;HP Omen 16;HP;2;60000000;120000000;0;41600000;2017;1;17
20695;22/7/2020;05:31:25;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Simón Sarabia Blasco;M;39;simón89@yahoo.com;34973922788;Cll 76 #47-74;Tarjeta Crédito;Acer Aspire 5;Acer;1;2000000;2000000;Apple MacBook Air M1;Apple;2;55000000;110000000;Acer Swift 3;Acer;2;26000000;52000000;0;18200000;2020;7;22
20957;14/7/2025;03:44:56;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Cándido Roig Bermudez;M;18;cándido38@hotmail.com;+34 900 71 50 35;Cll 53 #42-20;Tarjeta Crédito;Apple Macbook Pro 16;Apple;2;9600000;19200000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;Apple MacBook Air M1;Apple;2;55000000;110000000;0;34600000;2025;7;14
21576;19/3/2015;01:57:19;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Judith Baena Vaquero;F;37;judith92@gmail.com;+34 987 58 49 87;Cll 6 #50-3;Tarjeta Crédito;Hp Envy 13;HP;2;4000000;8000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;HP Spectre x360;HP;2;52000000;104000000;0;32800000;2015;3;19
22385;3/3/2023;05:27:33;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;América Tovar Cuevas;F;29;américa24@yahoo.com;+34 883610801;Cll 2 #55-65;Tarjeta Crédito;Apple Macbook Air M1;Apple;1;5500000;5500000;Apple iMac 24;Apple;2;64000000;128000000;Dell Latitude 7420;Dell;2;56000000;112000000;0;29500000;2023;3;3
22464;14/3/2018;00:01:17;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Belen Coll Lara;F;21;belen74@gmail.com;+34 900 37 38 46;Cra 66 #29-57;Tarjeta Crédito;Lenovo Thinkpad X1 Carbon;Lenovo;2;6800000;13600000;Asus ROG Strix G15;Asus;2;64000000;128000000;Dell Inspiron 15;Dell;2;30000000;60000000;0;32400000;2018;3;14
22645;12/6/2015;18:45:50;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Dionisio Botella Mena;M;33;dionisio7@yahoo.com;+34 944 08 82 83;Cll 60 #18-73;Tarjeta Crédito;Msi Modern 14;MSI;2;2800000;5600000;HP Omen 16;HP;2;60000000;120000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;0;32000000;2015;6;12
23006;30/5/2025;03:42:19;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Eduardo Elorza Castrillo;M;48;eduardo97@yahoo.com;34842829687;Cra 3 #41-17;Tarjeta Crédito;Lenovo Ideapad 5;Lenovo;1;2800000;2800000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;HP Omen 16;HP;2;60000000;120000000;0;19200000;2025;5;30
23270;29/7/2017;18:36:37;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Wilfredo Rodríguez Ferrándiz;M;48;wilfredo27@gmail.com;+34 879 04 09 21;Cll 44 #25-86;Tarjeta Crédito;Apple Macbook Pro 16;Apple;1;9600000;9600000;Lenovo Legion 5 Pro;Lenovo;1;72000000;72000000;Asus ROG Strix G15;Asus;2;64000000;128000000;0;29600000;2017;7;29
23407;30/1/2023;11:32:04;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Marcos Caballero Bonet;M;22;marcos5@gmail.com;+34844 073 754;Cll 33 #22-38;Tarjeta Crédito;Dell Xps 13;Dell;1;4800000;4800000;HP Omen 16;HP;1;60000000;60000000;Dell Alienware m15;Dell;2;80000000;160000000;0;26800000;2023;1;30
23478;18/10/2023;12:50:16;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Noé Tenorio Pareja;M;51;noé71@yahoo.com;+34976 33 41 61;Cll 20 #73-83;Tarjeta Crédito;Lenovo Yoga 7I;Lenovo;2;4400000;8800000;Dell Latitude 7420;Dell;2;56000000;112000000;Lenovo IdeaPad 5;Lenovo;2;28000000;56000000;0;25600000;2023;10;18
23549;7/1/2015;05:17:34;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Leyre Vallejo Díez;F;49;leyre72@yahoo.com;+34880 631 607;Cll 99 #79-70;Tarjeta Crédito;Lenovo Ideapad 5;Lenovo;2;2800000;5600000;Dell Alienware m15;Dell;2;80000000;160000000;Dell XPS 13;Dell;2;48000000;96000000;0;31200000;2015;1;7
24363;16/6/2023;18:29:25;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Remedios Godoy Narváez;F;47;remedios21@yahoo.com;+34824 94 21 53;Cll 75 #57-87;Tarjeta Crédito;Dell Xps 13;Dell;1;4800000;4800000;Acer Swift 3;Acer;1;26000000;26000000;Acer Aspire 5;Acer;2;20000000;40000000;0;11400000;2023;6;16
25299;27/6/2019;15:12:37;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Ana Belén Benavent Borrell;F;49;ana39@gmail.com;+34949 27 97 66;Cll 31 #76-94;Tarjeta Crédito;Acer Predator Helios 300;Acer;1;5600000;5600000;Apple MacBook Pro 14;Apple;2;80000000;160000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;0;36000000;2019;6;27
25469;28/9/2015;16:53:59;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Pascuala Jove Sedano;F;20;pascuala94@gmail.com;+34 824 08 27 00;Cll 71 #25-23;Tarjeta Crédito;Dell Latitude 7420;Dell;1;5600000;5600000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;HP Omen 16;HP;2;60000000;120000000;0;32000000;2015;9;28
26079;18/8/2016;12:25:54;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Edmundo Conde Alfonso;M;33;edmundo22@yahoo.com;+34 825 19 52 54;Cll 16 #4-34;Tarjeta Crédito;Apple Macbook Air M1;Apple;2;5500000;11000000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;0;29800000;2016;8;18
26311;26/3/2015;05:27:47;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Diego Soria Ugarte;M;44;diego57@gmail.com;+34 949 01 36 47;Cll 85 #49-93;Tarjeta Crédito;Hp Spectre X360;HP;1;5200000;5200000;Asus TUF Gaming A15;Asus;2;48000000;96000000;Lenovo IdeaPad 5;Lenovo;2;28000000;56000000;0;20400000;2015;3;26
26641;23/12/2021;01:23:22;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Sandra Olmo;F;51;sandra50@yahoo.com;+34 926871297;Cra 64 #6-69;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;HP Envy 13;HP;1;40000000;40000000;Acer Swift 3;Acer;2;26000000;52000000;0;16400000;2021;12;23
27201;10/12/2023;02:12:03;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Che Cazorla Báez;M;44;che23@gmail.com;34745226475;Cll 61 #80-57;Tarjeta Crédito;Dell Inspiron 15;Dell;1;3000000;3000000;Acer Aspire 5;Acer;1;20000000;20000000;Lenovo ThinkPad X1 Carbon;Lenovo;2;68000000;136000000;0;18600000;2023;12;10
28261;5/9/2014;20:44:08;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Lázaro Ordóñez;M;32;lázaro75@gmail.com;34827029215;Cll 87 #3-88;Tarjeta Crédito;Dell Alienware M15;Dell;2;8000000;16000000;Apple MacBook Air M1;Apple;1;55000000;55000000;Apple MacBook Pro 14;Apple;2;80000000;160000000;0;37500000;2014;9;5
28655;21/7/2019;20:08:48;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Abigaíl De Bolaños;F;51;abigaíl77@hotmail.com;34944616515;Cra 54 #28-38;Tarjeta Crédito;Lenovo Thinkpad X1 Carbon;Lenovo;2;6800000;13600000;Dell Latitude 7420;Dell;2;56000000;112000000;Dell XPS 13;Dell;2;48000000;96000000;0;34400000;2019;7;21
28852;25/12/2017;02:40:28;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Mayte Portero Vélez;F;23;mayte46@gmail.com;34823046108;Cra 70 #37-84;Tarjeta Crédito;Hp Spectre X360;HP;1;5200000;5200000;HP Pavilion 15;HP;1;35000000;35000000;Lenovo Yoga 7i;Lenovo;2;44000000;88000000;0;17500000;2017;12;25
29594;20/5/2021;20:14:08;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Belén Ibarra Linares;F;23;belén68@yahoo.com;34732408724;Cra 90 #48-59;Tarjeta Crédito;Apple Macbook Pro 14;Apple;1;8000000;8000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;HP Omen 16;HP;2;60000000;120000000;0;34400000;2021;5;20
29700;8/10/2021;07:06:14;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Tatiana Ballester Corominas;F;23;No especificado;+34 946508674;Cra 3 #11-74;Tarjeta Crédito;Dell Alienware M15;Dell;1;8000000;8000000;HP Envy 13;HP;2;40000000;80000000;Dell Latitude 7420;Dell;2;56000000;112000000;0;27200000;2021;10;8
709;2/4/2019;16:47:44;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Leandro De Naranjo;M;48;leandro12@hotmail.com;+34944 43 79 01;Cra 18 #84-88;Tarjeta Crédito;Msi Modern 14;MSI;2;2800000;5600000;Lenovo ThinkPad X1 Carbon;Lenovo;1;68000000;68000000;Lenovo Legion 5 Pro;Lenovo;1;72000000;72000000;0;19600000;2019;4;2
767;4/9/2021;00:09:09;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Leoncio Molins Palomino;M;36;leoncio39@gmail.com;+34984 757 887;Cra 82 #45-84;Tarjeta Crédito;Hp Pavilion 15;HP;2;3500000;7000000;HP Omen 16;HP;2;60000000;120000000;Acer Swift 3;Acer;1;26000000;26000000;0;21600000;2021;9;4
2232;25/10/2020;16:06:43;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Luisa Mamen Alcalde Cabrero;F;24;luisa64@gmail.com;34885187070;Cra 31 #3-86;Tarjeta Crédito;Dell Xps 13;Dell;2;4800000;9600000;Dell Latitude 7420;Dell;2;56000000;112000000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;0;25200000;2020;10;25
2611;22/6/2022;16:13:00;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Juan Pablo Olivé Romeu;M;25;juan73@yahoo.com;+34 981 55 29 92;Cra 57 #10-4;Tarjeta Crédito;Hp Spectre X360;HP;2;5200000;10400000;Apple iMac 24;Apple;1;64000000;64000000;HP Omen 16;HP;1;60000000;60000000;0;22800000;2022;6;22
3120;22/10/2023;06:44:33;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Joel Barco;M;27;joel58@hotmail.com;34841688092;Cra 19 #20-21;Tarjeta Crédito;Microsoft Surface Pro 9;Microsoft;2;4400000;8800000;Lenovo IdeaPad 5;Lenovo;1;28000000;28000000;Samsung Galaxy Book Odyssey;Samsung;1;68000000;68000000;0;18400000;2023;10;22
